Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
221.0,-0.343,-0.2,1.976,-0.003,-1.17,0.884,-0.152,0.16,0.138,-0.06,-2.201,0.852,1.479,-1.654,-2.75,-1.814,-0.022,1.103,-1.018,-0.572,-0.313,0.086,0.11,-0.099,-0.943,-0.619,0.253,0.24,99.82,0
221.0,-1.178,0.319,1.727,-0.55,0.737,-0.051,0.555,-0.042,0.22,-0.262,-0.144,-0.576,-2.129,0.045,-1.132,0.311,-0.74,0.327,0.377,-0.321,-0.279,-0.641,-0.555,-0.511,0.403,0.178,-0.355,-0.233,25.36,0
222.0,-0.353,0.976,1.603,-0.282,0.481,-0.223,0.85,-0.265,-0.283,-0.16,-0.9,0.285,1.585,-0.491,0.856,0.363,-0.937,-0.014,0.221,0.305,-0.139,-0.062,-0.232,-0.413,-0.181,0.201,0.179,-0.035,7.81,0
222.0,1.087,0.045,0.476,1.344,-0.303,0.004,-0.096,0.183,0.193,0.074,1.144,0.663,-1.421,0.51,-0.679,-0.53,0.154,-0.403,-0.15,-0.24,-0.044,-0.008,-0.044,0.213,0.563,-0.34,0.027,0.007,18.61,0
222.0,-0.444,0.981,1.234,0.099,-0.051,-0.927,0.863,-0.097,-0.442,-0.556,-0.176,0.023,0.336,-0.465,0.875,0.382,-0.006,-0.145,-0.104,0.239,-0.231,-0.677,0.1,0.334,-0.133,0.07,0.229,0.103,49.99,0
222.0,1.081,-0.139,0.484,0.642,-0.187,0.538,-0.303,0.316,0.277,-0.102,1.397,1.05,-0.704,0.295,-0.345,-0.651,0.376,-1.057,-0.216,-0.187,-0.124,-0.19,0.058,-0.269,0.254,0.312,0.002,-0.003,17.24,0
225.0,1.479,-0.551,-0.523,-0.831,-0.195,-0.289,-0.279,-0.206,-0.648,0.577,-1.763,-1.01,0.143,-0.257,-0.115,0.941,0.12,-1.189,1.335,0.131,0.071,0.211,-0.356,-0.954,0.963,0.019,-0.016,-0.006,34.0,0
225.0,-0.609,0.877,2.496,3.139,0.161,-0.107,0.516,-0.138,-1.035,0.852,-0.251,0.42,1.034,-0.555,0.068,-0.681,0.366,-0.584,1.052,0.555,-0.263,-0.439,-0.007,0.717,0.2,0.072,0.1,-0.137,35.11,0
227.0,-1.465,1.382,1.02,0.25,1.011,-1.282,1.187,-0.313,-0.702,-1.067,0.206,0.315,1.298,-1.952,0.411,0.623,0.534,0.486,-1.096,0.005,-0.038,0.083,-0.266,0.271,0.754,-0.492,-0.69,-0.329,1.0,0
227.0,1.121,-0.313,0.395,0.597,-0.42,0.326,-0.404,0.283,0.63,-0.066,0.582,0.292,-1.696,0.329,-0.639,-0.283,0.104,-0.236,0.278,-0.183,-0.039,0.006,-0.109,-0.283,0.441,0.58,-0.026,-0.007,29.95,0
228.0,1.106,0.333,0.184,1.277,-0.078,-0.811,0.459,-0.171,-0.291,-0.0,0.172,0.337,-0.353,0.648,0.957,-0.391,0.064,-1.202,-0.641,-0.127,-0.283,-0.91,0.149,0.349,0.322,-0.671,0.006,0.028,45.3,0
230.0,-0.42,0.815,1.513,1.293,0.138,0.223,1.088,-0.15,-0.216,0.036,-0.489,0.181,0.084,-0.236,0.224,-1.301,0.506,-0.712,0.708,0.37,-0.044,0.314,-0.034,0.097,-0.08,-0.255,0.244,-0.013,79.18,0
231.0,-0.962,0.743,1.174,-0.223,0.741,1.74,0.313,0.699,0.355,-0.333,-0.566,-0.409,-1.512,0.106,0.879,-1.477,1.134,-2.143,-0.982,0.006,-0.153,-0.012,-0.039,-1.504,-0.248,0.411,0.497,0.207,26.98,0
231.0,0.283,0.819,1.054,0.348,-0.157,-0.509,0.05,-0.908,-0.407,-0.611,0.61,0.967,1.168,-0.42,1.124,0.076,0.369,-0.975,-0.803,-0.165,0.509,-0.962,0.04,0.381,0.754,0.179,0.052,0.114,1.98,0
234.0,-0.602,0.479,0.55,-1.07,-0.502,0.215,-0.14,0.558,-1.914,0.396,1.501,-0.347,-0.717,0.662,0.471,0.252,1.111,-1.558,0.979,-0.047,0.434,1.039,-0.025,-0.261,-0.457,-0.118,-0.074,0.055,42.81,0
235.0,-0.664,-0.044,1.029,-2.498,-1.35,-0.799,-0.581,0.481,-2.517,0.962,0.656,-0.76,-0.523,0.213,-0.783,0.11,0.192,0.696,-0.569,-0.358,-0.052,0.071,0.039,0.276,-0.33,-0.424,0.252,0.134,25.0,0
236.0,-1.169,1.096,0.67,1.053,0.422,0.703,0.039,0.672,-0.457,0.096,0.157,0.565,-0.333,0.457,-0.393,-0.655,0.242,0.144,1.361,-0.116,-0.011,0.224,0.001,-0.808,0.036,-0.198,0.091,0.076,0.99,0
236.0,-0.438,1.028,1.456,-0.23,0.199,-0.358,0.659,0.06,-0.742,-0.167,1.123,0.907,0.717,0.177,0.094,0.459,-0.806,0.166,0.423,0.174,-0.188,-0.485,-0.074,-0.003,-0.154,0.072,0.264,0.109,7.14,0
237.0,1.26,-0.02,-1.164,0.266,2.185,3.607,-0.437,0.849,0.172,-0.019,-0.542,0.236,-0.223,0.192,-0.151,-0.101,-0.511,-0.076,0.363,-0.036,-0.182,-0.482,-0.128,1.01,0.893,-0.327,0.025,0.013,9.99,0
237.0,-0.473,0.48,1.529,-0.098,-0.006,-0.773,0.668,-0.03,0.058,-0.807,-0.949,0.012,-0.531,-0.15,-0.773,-0.085,-0.19,-0.574,-0.335,-0.085,-0.143,-0.414,-0.038,0.399,0.115,0.121,-0.044,0.002,32.51,0
238.0,-0.992,1.627,0.96,0.092,-0.238,-0.551,0.109,-0.378,-0.694,-0.745,0.339,0.937,1.215,-0.265,0.942,0.072,0.572,-0.781,-0.601,-0.134,0.602,-0.693,0.21,0.365,-0.195,0.087,0.184,0.043,8.99,0
239.0,1.168,-0.318,0.502,0.034,-0.584,0.025,-0.414,0.186,0.606,-0.221,1.116,0.942,-0.744,0.112,-0.686,-0.434,0.251,-0.597,0.395,-0.138,-0.041,0.092,-0.038,0.116,0.32,1.125,-0.059,-0.014,10.0,0
241.0,-1.142,0.626,2.527,2.828,0.619,0.897,0.536,-0.06,-0.814,1.427,1.2,0.094,-0.634,-0.321,-0.118,-0.722,0.241,-0.265,1.23,0.264,-0.31,-0.269,0.177,-0.02,0.049,0.069,-0.247,-0.231,10.62,0
241.0,-2.398,2.023,1.628,-0.54,-0.513,0.238,0.172,0.18,2.125,2.084,-1.466,-0.611,-0.661,-1.216,0.351,0.044,-0.55,0.147,0.264,1.213,-0.444,-0.358,-0.294,-0.464,0.704,0.43,0.968,0.4,4.81,0
241.0,-0.849,1.02,1.517,0.579,0.539,-0.212,1.347,-0.99,0.904,1.63,-0.295,-1.732,-2.583,-0.256,1.725,-0.921,-0.236,-0.208,0.103,0.066,0.004,0.508,-0.181,0.017,-0.526,-0.481,-1.188,-0.655,12.2,0
241.0,1.182,0.241,0.025,0.886,-0.121,-0.276,-0.142,0.031,0.253,-0.625,1.132,1.126,0.452,-1.517,-0.983,0.367,0.726,0.559,0.393,-0.01,-0.143,-0.172,-0.157,-0.045,0.584,0.413,0.001,0.031,12.31,0
242.0,-0.399,0.942,1.359,0.013,-0.192,-0.824,0.475,0.176,-0.363,-0.283,1.325,-0.396,-2.021,0.181,0.4,0.614,-0.053,0.538,0.135,-0.012,-0.222,-0.704,0.021,0.429,-0.286,0.049,0.229,0.086,2.69,0
244.0,-1.119,-0.071,2.808,1.026,-0.101,0.509,0.62,-0.213,0.333,-0.075,-0.346,-0.232,-0.162,-0.698,1.246,-0.514,-0.052,-0.123,0.217,0.101,-0.046,0.456,0.171,0.076,0.198,-0.287,-0.231,-0.405,100.37,0
246.0,-1.077,2.141,1.153,2.459,0.577,0.846,0.016,-2.764,-1.115,1.438,-1.015,0.075,1.623,-0.271,1.075,-0.022,-0.333,0.27,0.998,-0.238,2.429,-0.245,0.063,-0.449,-0.236,0.234,-0.296,-0.055,1.5,0
246.0,1.311,0.075,-1.293,-0.483,2.139,3.182,-0.505,0.805,-0.074,-0.217,0.132,-0.028,0.011,-0.113,1.3,0.813,-0.495,0.166,0.175,0.033,-0.343,-1.149,0.095,0.946,0.37,0.111,-0.022,0.024,1.98,0
246.0,-1.069,1.24,0.545,1.005,-0.026,-0.911,0.422,0.049,-0.565,0.144,-0.324,0.862,1.646,0.103,0.886,-0.28,-0.199,-0.101,0.374,-0.134,0.147,0.603,0.133,0.427,-0.084,-0.417,-0.898,-0.462,2.98,0
247.0,-0.686,0.554,2.015,-0.561,0.683,0.002,0.804,-0.155,0.34,-0.964,-1.604,0.617,1.384,-1.028,-1.286,0.534,-1.321,0.045,-1.494,-0.051,0.114,0.643,-0.422,-0.412,0.359,-0.545,-0.04,-0.097,18.94,0
248.0,-0.217,0.901,1.503,0.812,0.194,-0.031,0.491,0.121,-0.907,-0.106,1.751,1.12,0.592,0.365,0.611,-0.35,-0.174,-0.026,0.236,0.023,0.147,0.463,-0.045,0.224,-0.275,-0.415,0.109,0.053,10.0,0
249.0,-0.788,1.125,0.934,1.156,-0.029,0.489,0.067,0.775,-0.508,-0.124,0.416,0.216,-1.4,0.765,-0.357,-0.746,0.502,0.119,1.139,-0.023,0.026,0.204,-0.129,-0.32,-0.095,-0.214,0.292,0.121,13.28,0
250.0,-1.337,1.109,1.396,0.039,0.52,-0.259,0.806,-0.016,0.425,0.608,0.32,-0.093,-1.715,-0.06,-1.384,-0.081,-0.659,0.267,-0.128,0.137,-0.2,-0.116,-0.399,-0.035,0.445,-0.489,0.26,0.066,5.96,0
251.0,1.207,0.143,-0.132,0.902,0.22,-0.028,0.099,0.002,0.167,-0.015,-1.073,-0.471,-0.752,0.549,1.333,0.046,-0.402,-0.213,-0.416,-0.149,0.006,-0.0,-0.187,-0.777,0.687,-0.247,0.018,0.011,31.8,0
251.0,1.072,-0.25,0.19,0.191,-0.616,-1.074,0.214,-0.323,0.046,-0.192,-0.146,0.572,0.892,0.109,0.977,0.209,-0.348,-0.46,-0.088,0.214,0.096,0.089,-0.16,0.487,0.366,1.056,-0.101,0.023,120.0,0
251.0,-0.239,-0.147,0.829,-1.777,-0.08,-0.748,0.404,-0.104,-0.753,0.663,0.283,-1.554,-2.657,0.112,-1.366,1.003,-0.019,-0.681,0.593,0.109,0.219,0.729,-0.164,-0.02,-0.326,-0.349,0.204,-0.005,24.0,0
252.0,-2.395,-1.545,1.919,1.063,-0.628,1.155,-0.862,1.089,-1.341,0.201,0.824,1.088,0.54,-0.071,-0.386,-2.407,1.103,1.036,-0.147,0.561,-0.121,-0.474,0.453,-0.324,0.105,-0.219,0.262,-0.123,231.71,0
256.0,-1.377,0.715,2.508,0.865,-0.29,1.077,0.033,0.511,0.718,-0.256,0.316,0.76,-1.439,-0.593,-2.397,-1.073,0.616,-0.581,0.715,-0.125,-0.342,-0.607,-0.1,-0.009,0.328,-0.507,-0.032,0.14,13.53,0
256.0,-0.472,0.523,1.949,0.996,0.379,-0.577,0.521,-0.129,-0.705,0.187,1.502,0.665,-0.019,0.251,0.422,-0.006,-0.544,0.314,0.692,0.2,-0.099,-0.287,0.151,0.49,-0.725,-0.742,0.005,-0.046,18.45,0
257.0,-0.599,0.888,1.579,-0.114,0.305,-0.183,0.504,0.241,-0.723,-0.627,1.466,-0.015,-1.229,0.103,0.589,0.308,0.135,0.091,-0.039,-0.088,-0.138,-0.525,-0.058,-0.059,-0.32,0.089,0.059,0.098,1.98,0
258.0,1.131,0.178,0.533,1.479,-0.343,-0.38,0.063,-0.022,0.313,-0.119,-0.294,0.481,-0.484,0.146,-0.085,-0.804,0.4,-1.048,-0.491,-0.209,-0.08,-0.022,-0.023,0.4,0.607,-0.332,0.037,0.02,13.79,0
259.0,-0.943,0.206,1.626,1.108,0.876,-1.216,0.271,-0.089,-0.756,-0.262,-0.379,0.119,0.453,0.259,1.139,-0.331,-0.146,0.063,0.46,0.312,0.151,0.188,-0.149,0.407,0.645,-0.193,-0.029,0.005,20.17,0
259.0,1.095,-0.014,1.409,1.267,-0.945,0.03,-0.599,0.175,0.485,-0.059,1.24,1.704,0.789,-0.325,-0.633,0.174,-0.475,0.259,-0.005,-0.072,0.013,0.248,-0.003,0.57,0.387,-0.442,0.075,0.032,9.99,0
259.0,-1.569,-1.932,1.249,-4.434,1.244,0.403,-0.65,0.535,0.886,-1.276,1.525,1.287,-0.304,-0.149,0.514,-3.133,0.472,0.11,-2.321,-0.179,-0.075,0.397,0.199,-1.386,-0.142,-0.984,0.274,-0.02,55.45,0
259.0,-0.364,1.104,1.301,0.07,0.075,-1.01,0.683,-0.073,-0.402,-0.508,-0.199,-0.038,0.189,-0.442,0.887,0.378,0.006,-0.147,-0.091,0.123,-0.261,-0.685,-0.014,0.336,-0.158,0.072,0.246,0.099,0.99,0
260.0,1.456,-0.928,0.353,-1.378,-1.233,-0.6,-0.818,-0.186,-2.054,1.363,-0.074,-0.324,1.278,-0.378,0.678,-0.764,0.771,-0.774,-0.518,-0.285,-0.306,-0.468,0.119,0.053,0.255,-0.313,0.044,0.022,26.5,0
260.0,1.027,-0.662,0.898,0.144,-1.105,0.02,-0.707,0.196,0.743,-0.119,0.741,0.603,-0.422,-0.043,0.09,0.695,-0.59,0.572,0.33,0.113,0.151,0.322,-0.155,0.098,0.175,1.103,-0.061,0.017,99.0,0
260.0,1.075,-0.335,1.68,1.192,-1.271,0.313,-0.871,0.235,1.315,-0.478,-0.371,1.507,0.849,-1.068,-1.106,-0.942,0.71,-1.057,-0.295,-0.113,0.093,0.815,-0.055,0.731,0.431,0.58,0.063,0.026,5.46,0
261.0,1.26,0.299,0.528,0.615,-0.421,-0.978,0.108,-0.245,-0.058,-0.086,-0.098,0.732,0.997,0.104,0.957,0.27,-0.461,-0.626,-0.124,-0.049,-0.249,-0.688,0.128,0.399,0.24,0.092,-0.025,0.021,1.98,0
263.0,1.144,0.128,0.407,1.161,-0.505,-0.905,0.112,-0.152,0.18,0.001,-0.512,-0.234,-0.815,0.513,1.121,0.219,-0.424,-0.052,-0.382,-0.102,-0.036,-0.222,-0.05,0.345,0.496,-0.44,0.008,0.032,49.99,0
265.0,-0.294,-0.044,1.093,-1.576,-0.107,-0.791,0.291,-0.093,-1.406,0.061,-0.464,-0.111,0.566,-0.045,0.383,-1.458,-0.035,0.466,-1.726,-0.452,-0.236,-0.286,0.069,0.108,-0.385,0.866,-0.018,0.04,24.84,0
265.0,-0.561,0.509,1.428,1.262,0.617,-0.227,0.408,0.078,-0.332,-0.328,-0.667,0.265,-0.046,0.03,0.006,-1.11,0.506,-0.708,0.438,0.061,0.063,0.309,-0.037,0.099,-0.259,-0.319,0.185,0.168,13.08,0
265.0,-0.491,0.907,1.645,-0.084,-0.196,-0.71,0.559,0.116,-0.538,-0.122,1.333,0.242,-0.961,0.526,0.229,0.377,-0.52,0.186,0.231,0.063,-0.168,-0.517,0.019,0.492,-0.278,0.044,0.253,0.112,9.03,0
265.0,0.074,1.051,-0.281,0.854,1.066,1.219,-1.226,-2.262,-0.584,-1.419,0.959,0.89,0.276,-0.614,1.838,-0.601,1.919,-1.534,-2.48,0.421,-1.15,0.871,-0.267,-1.049,0.233,-0.262,0.188,0.231,1.0,0
266.0,-2.565,2.471,2.649,-1.564,1.794,-0.615,4.186,-3.855,5.437,8.737,1.683,-1.31,-0.052,-4.891,1.608,-1.666,-2.436,-1.169,-0.428,3.564,-1.673,-0.463,-0.532,0.306,0.227,-0.365,-0.937,-2.734,10.35,0
266.0,1.29,-0.694,0.987,-0.627,-1.562,-0.613,-0.949,0.069,-0.744,0.826,1.277,0.281,-0.368,0.219,0.578,-0.72,-0.341,1.582,-0.668,-0.485,-0.412,-0.812,0.218,0.515,-0.174,0.828,-0.039,0.013,14.9,0
266.0,0.983,-0.229,0.003,1.444,0.201,0.637,0.012,0.129,-0.362,0.446,-1.54,-0.838,-0.455,0.329,1.149,1.072,-0.738,-0.564,-0.499,0.168,-0.315,-1.347,-0.034,-1.36,-0.005,0.706,-0.092,0.024,154.4,0
267.0,0.992,-0.658,1.029,0.333,-1.234,-0.322,-0.445,-0.022,1.067,-0.529,-0.656,1.019,0.823,-0.695,-0.379,-0.143,0.099,-0.716,0.426,0.207,-0.156,-0.406,-0.03,0.495,0.123,0.928,-0.05,0.036,122.36,0
267.0,-0.071,2.115,-3.598,0.159,3.544,2.367,0.727,0.336,0.773,0.835,1.229,-0.986,-0.345,-4.143,1.412,0.896,2.076,1.832,-0.181,0.997,-0.455,-0.531,0.046,0.635,-0.093,-0.419,0.463,-0.139,2.28,0
268.0,1.146,0.286,0.562,1.459,-0.226,-0.346,0.132,-0.085,0.136,-0.15,-0.096,1.102,0.686,-0.089,-0.214,-0.859,0.332,-1.192,-0.496,-0.149,-0.071,0.076,-0.031,0.445,0.65,-0.336,0.046,0.021,6.54,0
269.0,1.321,-1.174,0.713,-2.178,-1.511,0.059,-1.308,0.299,0.789,-0.2,0.835,0.506,-0.892,0.084,0.872,-1.856,0.163,1.67,0.061,-0.577,-0.354,-0.365,0.065,-0.322,0.153,-0.003,0.075,0.011,2.6,0
269.0,-0.334,0.827,2.208,0.471,-0.534,-0.703,0.287,-0.04,-0.398,-0.366,-0.069,0.225,0.566,-0.057,1.364,0.08,-0.194,-0.029,0.375,0.084,0.054,0.174,0.011,0.736,-0.623,0.22,0.132,0.153,6.47,0
270.0,-1.357,0.034,1.874,-1.469,-3.126,1.677,-4.926,-7.495,-1.278,-1.119,-1.778,-0.234,-1.836,-0.188,-2.595,-0.438,1.682,-0.13,-0.924,1.395,-4.135,0.864,0.153,0.669,1.108,-0.121,0.043,0.238,52.95,0
271.0,1.196,0.245,0.632,0.643,-0.413,-0.7,0.02,-0.113,-0.047,-0.123,0.372,0.794,0.674,0.2,1.212,-0.106,-0.051,-1.152,-0.603,-0.109,-0.204,-0.534,0.202,0.407,0.116,0.103,-0.009,0.02,0.89,0
271.0,-0.69,1.086,1.261,-0.387,0.024,-1.139,0.752,-0.027,-0.033,-0.56,-0.612,-0.987,-1.679,-0.132,0.649,0.673,-0.158,0.008,-0.719,-0.101,-0.23,-0.747,0.011,0.283,-0.45,-0.087,0.183,0.202,5.99,0
272.0,0.867,-1.102,0.609,0.827,-1.246,0.072,-0.509,0.087,-0.465,0.644,-0.852,-0.434,-0.769,0.08,0.601,-1.67,0.3,0.941,-1.484,-0.24,-0.243,-0.557,-0.11,0.026,0.264,-0.324,0.043,0.064,208.38,0
273.0,1.124,-0.133,0.588,0.805,-0.726,-0.522,-0.167,0.059,0.368,-0.002,1.015,0.597,-1.346,0.383,-0.792,-0.086,-0.076,-0.133,0.431,-0.14,-0.165,-0.447,0.018,0.549,0.347,0.24,-0.039,0.007,32.51,0
273.0,-0.793,0.274,2.612,1.213,-0.225,-0.595,-0.251,0.163,0.039,-0.402,-0.486,0.157,-0.009,-0.224,0.761,-0.227,0.003,0.219,0.377,0.145,0.136,0.381,-0.021,0.706,-0.234,-0.377,0.165,0.155,6.51,0
273.0,0.217,0.711,1.225,1.139,-0.376,-0.254,-0.035,-0.813,-0.26,-0.128,0.054,0.021,-0.627,0.606,1.569,-0.435,0.234,-0.534,-0.288,-0.214,0.773,-0.234,-0.045,0.369,0.675,-0.286,0.197,0.226,18.0,0
274.0,-0.586,0.49,0.564,-1.228,2.86,3.364,0.264,0.703,-0.649,-0.338,-0.088,-0.392,-0.096,0.135,1.14,0.417,-0.943,0.097,0.514,0.242,-0.295,-0.966,-0.208,0.99,0.258,0.114,-0.159,-0.159,1.98,0
275.0,-0.364,0.055,1.858,-1.085,-0.982,-0.473,0.211,0.023,-1.642,0.287,1.299,0.498,0.448,0.076,0.153,-1.035,-0.338,1.508,-0.441,-0.26,-0.408,-0.908,0.248,0.493,-0.525,0.34,0.011,0.061,70.33,0
278.0,-1.092,0.431,1.25,0.43,1.272,0.548,-0.121,0.453,-0.414,-0.31,1.119,0.583,0.371,-0.299,2.284,-1.281,1.538,-2.148,-1.068,-0.053,-0.079,0.073,0.126,-0.648,-1.049,0.207,0.412,0.189,2.69,0
279.0,-0.857,0.205,2.187,-0.046,0.473,-0.187,0.436,0.01,-0.182,-0.37,0.6,0.286,-0.803,-0.103,-0.835,-0.084,-0.353,0.105,0.929,0.175,-0.237,-0.612,-0.191,0.003,0.213,0.296,-0.175,-0.166,19.29,0
279.0,-0.365,1.104,1.29,0.07,0.043,-0.985,0.727,-0.081,-0.417,-0.519,-0.187,-0.005,0.259,-0.455,0.88,0.376,0.001,-0.153,-0.094,0.141,-0.257,-0.679,0.001,0.337,-0.153,0.071,0.244,0.099,8.99,0
280.0,0.879,-0.267,0.41,1.51,-0.488,0.377,-0.389,0.331,0.703,-0.574,1.112,0.6,-1.235,-1.028,-0.781,-0.082,0.98,0.385,-0.24,-0.002,0.025,0.111,-0.191,-0.059,0.504,-0.272,0.059,0.054,109.15,0
282.0,-0.356,0.725,1.972,0.831,0.37,-0.108,0.752,-0.12,-0.421,-0.06,-0.508,0.426,0.414,-0.698,-1.465,-0.119,-0.145,-1.332,-1.547,-0.134,0.021,0.424,-0.016,0.467,-0.81,0.657,-0.043,-0.046,0.0,0
282.0,0.058,1.55,-1.95,2.041,2.258,4.692,-2.304,-4.492,-2.013,0.109,-0.445,0.079,-0.419,1.643,0.915,0.379,-0.199,0.251,0.591,1.419,-2.477,0.804,0.284,0.993,-0.039,0.173,0.182,0.378,27.0,0
282.0,-0.426,1.041,1.064,-0.408,0.078,-0.811,0.621,-1.049,-0.417,-0.575,-0.466,0.663,0.974,-0.156,-0.254,-0.434,0.067,-0.721,0.415,-0.14,0.759,-0.107,-0.14,0.5,0.166,1.052,-0.024,0.008,2.0,0
282.0,-0.669,-0.169,1.302,0.371,0.951,-0.414,-0.149,0.127,0.463,-0.596,-1.779,0.444,0.893,-0.569,-0.752,0.23,-0.843,0.305,-0.519,0.06,0.297,0.891,0.013,-0.408,-0.678,-0.513,0.253,0.254,11.64,0
283.0,0.948,0.319,0.731,2.584,-0.206,-0.213,0.22,-0.062,-0.868,0.581,0.101,0.47,0.675,0.209,0.704,0.309,-0.282,-0.925,-1.521,0.035,0.039,-0.07,0.004,0.396,0.295,-0.076,-0.004,0.042,94.5,0
283.0,-0.53,0.767,1.759,-1.16,-0.501,-1.405,0.679,-0.243,0.521,-0.117,-0.0,-0.32,-0.886,-0.177,0.606,0.427,-0.568,-0.497,-0.983,0.138,-0.163,-0.219,0.017,0.934,-0.327,0.668,0.114,-0.091,2.31,0
284.0,1.141,0.082,0.504,1.487,-0.473,-0.411,-0.053,0.071,0.553,-0.07,-0.566,-0.363,-2.07,0.46,0.089,-0.73,0.489,-0.854,-0.478,-0.322,-0.102,-0.15,0.001,0.369,0.556,-0.327,0.028,0.015,7.89,0
284.0,-0.943,0.657,1.192,1.326,0.977,-0.833,0.239,0.163,-0.585,-0.79,-0.145,-1.445,-2.116,-0.617,1.967,-0.204,1.501,0.587,0.271,0.115,0.062,-0.016,-0.236,-0.083,0.357,-0.111,0.081,0.113,1.0,0
284.0,-0.765,1.34,1.209,0.006,-0.332,-0.919,0.434,0.309,-0.699,-0.568,-0.397,0.572,0.965,0.286,0.714,0.281,-0.275,-0.418,0.001,0.062,-0.171,-0.535,0.043,0.388,-0.137,0.07,0.143,0.061,11.99,0
284.0,-1.167,1.264,-0.11,-0.784,-1.473,-0.213,1.733,-0.883,-0.332,-0.833,-0.697,0.78,1.026,0.05,-0.748,0.031,-0.125,-0.736,-0.336,-0.369,0.771,0.105,0.128,0.51,-0.402,0.835,0.286,0.067,302.1,0
284.0,-0.811,0.654,2.217,0.104,-0.287,0.118,0.288,-0.736,0.699,-0.626,-0.768,-0.424,-1.683,-0.284,-0.395,-0.235,-0.12,-0.332,-1.54,-0.455,0.938,0.572,-0.102,0.364,-0.171,-0.472,0.059,-0.079,30.3,0
285.0,-0.932,1.528,0.819,0.057,-0.32,-1.055,0.359,0.354,-0.393,-0.433,-0.311,0.166,0.321,-0.211,0.857,0.48,0.16,-0.134,-0.128,0.143,-0.25,-0.714,0.045,0.334,-0.081,0.078,0.232,0.091,8.99,0
287.0,1.03,-0.295,-0.11,0.072,-0.318,-0.913,0.432,-0.303,-0.044,-0.23,-0.498,0.319,0.522,0.316,1.001,0.401,-0.457,-0.867,0.405,0.279,-0.458,-1.727,0.087,-0.109,-0.023,0.526,-0.12,0.031,160.0,0
288.0,-0.599,0.073,-0.114,-2.315,1.644,4.39,3.174,-1.032,0.673,0.893,0.387,-0.929,-0.215,-1.214,0.833,0.361,-1.778,-0.32,-0.004,-0.104,-0.589,-0.496,-0.277,1.07,-0.629,0.402,-1.347,-1.229,380.95,0
288.0,1.099,-1.222,-0.319,-1.723,-0.416,0.635,-0.418,0.06,0.084,-0.249,0.213,1.604,1.626,-0.229,-0.161,-2.202,-0.096,1.266,0.571,-0.123,-0.511,-1.006,-0.227,-1.335,0.563,-0.606,0.072,0.03,156.98,0
288.0,1.268,0.286,-0.147,1.048,0.672,0.657,0.138,-0.011,0.158,-0.166,-1.531,0.871,1.625,-0.319,-0.158,-0.386,-0.332,-0.707,0.15,-0.052,-0.178,-0.19,-0.252,-1.266,0.902,-0.231,0.048,0.005,6.54,0
289.0,-1.782,-0.326,2.282,-0.382,1.061,2.666,0.311,0.364,1.08,0.652,1.218,0.121,-0.953,-0.906,0.804,-0.971,0.21,-1.225,-0.726,0.179,-0.317,0.48,0.194,-1.867,0.146,0.491,0.248,-0.504,74.47,0
290.0,-0.696,0.582,2.378,0.063,0.329,-0.45,1.269,-0.758,0.382,0.117,-0.611,-0.482,-0.779,-0.75,-0.171,-0.651,-0.198,-0.562,0.501,0.067,-0.328,-0.37,-0.427,0.42,0.235,0.195,-0.708,-0.621,30.5,0
290.0,-5.166,-5.449,2.988,2.659,1.948,-0.854,-0.326,-1.017,1.984,1.055,-0.504,0.234,0.848,-2.385,0.326,-0.936,0.192,-0.227,2.863,-2.539,-1.297,1.172,3.15,0.574,1.018,0.987,0.658,-1.61,85.0,0
290.0,-0.487,0.506,0.881,0.973,0.823,0.288,0.725,0.021,-0.268,-0.367,-2.166,-0.446,-0.016,-0.039,-0.09,-0.385,-0.261,0.243,1.329,0.221,-0.052,-0.13,-0.177,-1.004,0.169,-0.234,0.129,0.139,67.36,0
290.0,1.355,-1.319,0.166,-1.575,-1.279,-0.183,-0.986,-0.013,-1.981,1.558,0.483,-0.63,0.149,-0.058,0.078,0.2,-0.051,0.596,0.422,-0.139,-0.409,-1.091,0.026,-0.573,0.152,-0.454,0.011,0.024,101.0,0
292.0,-0.402,1.015,1.302,-0.042,0.056,-0.683,0.561,0.106,-0.571,-0.326,1.392,0.321,-0.51,-0.123,0.254,0.605,-0.212,0.425,0.203,0.099,-0.216,-0.623,-0.014,0.263,-0.207,0.056,0.237,0.087,4.45,0
292.0,1.252,-0.127,0.28,0.579,-0.374,-0.215,-0.193,0.011,0.77,-0.197,-1.578,-0.378,-0.989,0.053,0.055,0.119,-0.229,-0.337,0.572,-0.122,-0.36,-0.96,-0.024,-0.462,0.382,0.341,-0.035,0.008,23.88,0
293.0,1.123,-0.17,0.899,1.572,-0.727,0.227,-0.523,0.285,1.174,-0.195,-1.192,-0.395,-2.214,0.005,-0.486,-0.727,0.554,-0.645,-0.242,-0.335,-0.11,-0.032,-0.044,0.042,0.547,-0.251,0.061,0.018,5.0,0
294.0,-1.097,1.246,0.465,-0.178,0.249,-0.725,1.198,-0.359,-0.153,0.384,-0.823,-0.073,0.45,0.002,0.581,-0.019,-0.543,-0.239,0.195,0.032,-0.05,0.115,-0.189,-0.067,-0.161,0.275,0.118,0.272,73.0,0
